iter	Logloss
0	0.5976304452
1	0.5190805587
2	0.4472803296
3	0.3896493249
4	0.3336188507
5	0.2899314966
6	0.2549170123
7	0.2238729603
8	0.1992585943
9	0.1761058882
10	0.1554296198
11	0.1382940044
12	0.1253976348
13	0.1138221315
14	0.1034005459
15	0.09451397154
16	0.08675305809
17	0.08016698499
18	0.07475270247
19	0.06920701626
20	0.0647450177
21	0.06097004139
22	0.05714094513
23	0.05298716373
24	0.05018890183
25	0.04792997908
26	0.04567899226
27	0.04355318377
28	0.04127836294
29	0.03965031848
30	0.0380834886
31	0.036759811
32	0.03543057143
33	0.03368297384
34	0.03247146722
35	0.03163621226
36	0.03070197221
37	0.02998085499
38	0.02935048894
39	0.02874181322
40	0.02814880279
41	0.02757852571
42	0.02641593926
43	0.02604040986
44	0.02567577277
45	0.02532370864
46	0.02484837992
47	0.02440554942
48	0.02417167549
49	0.02345250541
50	0.02314054464
51	0.02269723788
52	0.02243451448
53	0.02213179921
54	0.02188745897
55	0.02175076945
56	0.02131514527
57	0.02105034922
58	0.02084852372
59	0.02065704143
60	0.02052626054
61	0.02025212588
62	0.02000421894
63	0.01980046755
64	0.0196560597
65	0.01943612809
66	0.01933609396
67	0.01920452408
68	0.01894169466
69	0.01882148714
70	0.01876082138
71	0.01860982787
72	0.01850832821
73	0.01845569331
74	0.01821338237
75	0.01808006321
76	0.01804631189
77	0.0179611501
78	0.01785894392
79	0.0177602912
80	0.01772265049
81	0.01762243035
82	0.0175483623
83	0.01748379743
84	0.01729138195
85	0.01722467925
86	0.01715117974
87	0.01706675776
88	0.01705561165
89	0.0169287792
90	0.01685430395
91	0.01673452114
92	0.01656176344
93	0.01654676154
94	0.01640338429
95	0.01633991492
96	0.01627534345
97	0.01615321229
98	0.01614462616
99	0.01613701957
100	0.01611354197
101	0.0160042673
102	0.01589135383
103	0.01580018462
104	0.01578597372
105	0.01569023007
106	0.01566732242
107	0.01555750315
108	0.01549096891
109	0.01539951231
110	0.01537317937
111	0.01534390892
112	0.01530204689
113	0.01523126562
114	0.01517165862
115	0.0151496278
116	0.01513324487
117	0.01509564035
118	0.01508170384
119	0.0150607274
120	0.01504846584
121	0.01503644735
122	0.01500817842
123	0.01500813868
124	0.01499766825
125	0.01498845849
126	0.01497948939
127	0.01496287229
128	0.01493071846
129	0.01492021771
130	0.01490666466
131	0.01489229014
132	0.01485813152
133	0.01483257796
134	0.01482442716
135	0.01477247089
136	0.01475629772
137	0.01472979629
138	0.0147169974
139	0.01467342186
140	0.01467329958
141	0.01466017208
142	0.01465319812
143	0.01464221906
144	0.01461955343
145	0.01458902143
146	0.01457719434
147	0.01457001364
148	0.0145479726
149	0.01452979355
150	0.01450918765
151	0.01448433573
152	0.01447679915
153	0.01447130162
154	0.01445217579
155	0.0144247958
156	0.01440242388
157	0.01439741869
158	0.01438899096
159	0.01438465882
160	0.01435250006
161	0.01434745233
162	0.01434304276
163	0.01433320066
164	0.01431222172
165	0.01429474217
166	0.01428876288
167	0.01428449568
168	0.01428443561
169	0.01427803658
170	0.01426368823
171	0.01425482007
172	0.01424979257
173	0.0142498982
174	0.01424516506
175	0.01424511393
176	0.01423444796
177	0.01422904171
178	0.01421933847
179	0.0142040509
180	0.014196088
181	0.01419033807
182	0.01418561952
183	0.01416970968
184	0.01414633541
185	0.01412881341
186	0.01411321771
187	0.01410885592
188	0.01409309351
189	0.01408741529
190	0.01408406986
191	0.01407875818
192	0.01407247179
193	0.01406968146
194	0.01406874756
195	0.01406614903
196	0.01405465522
197	0.01405465522
198	0.01405477505
199	0.01404740024
200	0.01404214685
201	0.01403533993
202	0.01402071797
203	0.01401465284
204	0.01400692332
205	0.01399782966
206	0.01399774282
207	0.01399774282
208	0.01399517256
