date,hour,home_team,away_team,score,home_goals,away_goals,datetime,odds_1,result,over_under_25,odds_over_under_25,goal_no_goal,odds_goal_no_goal
13-05-2025,12:58:00,Francia,Italia,1-2,1,2,2025-05-13 12:58:00,225,2,"Over 2,5 Goal",247,GG,221
13-05-2025,12:52:00,Danimarca,Francia,2-1,2,1,2025-05-13 12:52:00,226,1,"Over 2,5 Goal",247,GG,222
13-05-2025,12:46:00,Argentina,Germania,1-1,1,1,2025-05-13 12:46:00,323,X,"Under 2,5 Goal",130,GG,221
13-05-2025,12:40:00,Messico,Serbia,3-1,3,1,2025-05-13 12:40:00,223,1,"Over 2,5 Goal",247,GG,221
13-05-2025,12:34:00,Italia,Spagna,1-0,1,0,2025-05-13 12:34:00,239,1,"Under 2,5 Goal",130,NG,138
13-05-2025,12:28:00,Croazia,Olanda,0-3,0,3,2025-05-13 12:28:00,225,2,"Over 2,5 Goal",247,NG,138
13-05-2025,12:22:00,Colombia,Messico,1-1,1,1,2025-05-13 12:22:00,302,X,"Under 2,5 Goal",131,GG,217
13-05-2025,12:16:00,Cile,Inghilterra,0-2,0,2,2025-05-13 12:16:00,223,2,"Under 2,5 Goal",130,NG,138
13-05-2025,12:10:00,Germania,Nigeria,2-1,2,1,2025-05-13 12:10:00,198,1,"Over 2,5 Goal",248,GG,219
13-05-2025,12:04:00,Francia,Inghilterra,1-1,1,1,2025-05-13 12:04:00,321,X,"Under 2,5 Goal",129,GG,221
13-05-2025,11:58:00,Brasile,Spagna,0-0,0,0,2025-05-13 11:58:00,325,X,"Under 2,5 Goal",130,NG,138
13-05-2025,11:52:00,Belgio,Svizzera,0-0,0,0,2025-05-13 11:52:00,312,X,"Under 2,5 Goal",130,NG,139
13-05-2025,11:46:00,Argentina,Turchia,0-0,0,0,2025-05-13 11:46:00,315,X,"Under 2,5 Goal",128,NG,137
13-05-2025,11:40:00,Messico,Portogallo,4-0,4,0,2025-05-13 11:40:00,246,1,"Over 2,5 Goal",251,NG,136
13-05-2025,11:34:00,Italia,Olanda,3-1,3,1,2025-05-13 11:34:00,238,1,"Over 2,5 Goal",247,GG,221
13-05-2025,11:28:00,Inghilterra,Nigeria,0-0,0,0,2025-05-13 11:28:00,306,X,"Under 2,5 Goal",129,NG,139
13-05-2025,11:22:00,Germania,Italia,2-0,2,0,2025-05-13 11:22:00,225,1,"Under 2,5 Goal",130,NG,138
13-05-2025,11:16:00,Cile,Svizzera,1-1,1,1,2025-05-13 11:16:00,325,X,"Under 2,5 Goal",130,GG,222
13-05-2025,11:10:00,Brasile,Uruguay,0-1,0,1,2025-05-13 11:10:00,228,2,"Under 2,5 Goal",130,NG,138
13-05-2025,11:04:00,Colombia,Uruguay,1-1,1,1,2025-05-13 11:04:00,302,X,"Under 2,5 Goal",131,GG,217
13-05-2025,00:55:00,Danimarca,Nigeria,3-1,3,1,2025-05-13 00:55:00,203,1,"Over 2,5 Goal",247,GG,219
13-05-2025,00:50:00,Francia,Germania,0-1,0,1,2025-05-13 00:50:00,220,2,"Under 2,5 Goal",129,NG,136
13-05-2025,00:45:00,Svizzera,Turchia,0-0,0,0,2025-05-13 00:45:00,319,X,"Under 2,5 Goal",129,NG,136
13-05-2025,00:40:00,Messico,Nigeria,2-0,2,0,2025-05-13 00:40:00,210,1,"Under 2,5 Goal",130,NG,139
13-05-2025,00:35:00,Croazia,Danimarca,0-0,0,0,2025-05-13 00:35:00,326,X,"Under 2,5 Goal",130,NG,138
13-05-2025,00:30:00,Italia,Messico,0-0,0,0,2025-05-13 00:30:00,320,X,"Under 2,5 Goal",129,NG,136
13-05-2025,00:25:00,Colombia,Croazia,1-1,1,1,2025-05-13 00:25:00,302,X,"Under 2,5 Goal",131,GG,217
13-05-2025,00:20:00,Germania,Inghilterra,0-1,0,1,2025-05-13 00:20:00,231,2,"Under 2,5 Goal",130,NG,138
13-05-2025,00:15:00,Brasile,Cile,1-0,1,0,2025-05-13 00:15:00,223,1,"Under 2,5 Goal",130,NG,138
13-05-2025,00:10:00,Turchia,Uruguay,1-0,1,0,2025-05-13 00:10:00,264,1,"Under 2,5 Goal",130,NG,139
13-05-2025,00:05:00,Argentina,Belgio,0-1,0,1,2025-05-13 00:05:00,275,2,"Under 2,5 Goal",129,NG,139
12-05-2025,23:55:00,Croazia,Portogallo,1-0,1,0,2025-05-12 23:55:00,230,1,"Under 2,5 Goal",130,NG,138
12-05-2025,23:50:00,Colombia,Serbia,1-3,1,3,2025-05-12 23:50:00,190,2,"Over 2,5 Goal",254,GG,221
12-05-2025,23:45:00,Cile,Germania,2-0,2,0,2025-05-12 23:45:00,242,1,"Under 2,5 Goal",129,NG,138
12-05-2025,23:40:00,Cile,Nigeria,0-1,0,1,2025-05-12 23:40:00,274,2,"Under 2,5 Goal",129,NG,139
12-05-2025,23:35:00,Brasile,Serbia,0-1,0,1,2025-05-12 23:35:00,261,2,"Under 2,5 Goal",130,NG,138
12-05-2025,23:30:00,Argentina,Svizzera,1-1,1,1,2025-05-12 23:30:00,322,X,"Under 2,5 Goal",130,GG,221
12-05-2025,23:25:00,Belgio,Olanda,3-1,3,1,2025-05-12 23:25:00,287,1,"Over 2,5 Goal",248,GG,219
12-05-2025,23:20:00,Serbia,Uruguay,3-0,3,0,2025-05-12 23:20:00,263,1,"Over 2,5 Goal",247,NG,139
12-05-2025,23:15:00,Colombia,Svizzera,0-3,0,3,2025-05-12 23:15:00,184,2,"Over 2,5 Goal",242,NG,140
12-05-2025,23:10:00,Brasile,Messico,2-1,2,1,2025-05-12 23:10:00,218,1,"Over 2,5 Goal",251,GG,225
12-05-2025,23:05:00,Belgio,Croazia,1-3,1,3,2025-05-12 23:05:00,203,2,"Over 2,5 Goal",247,GG,219
12-05-2025,23:00:00,Francia,Nigeria,0-0,0,0,2025-05-12 23:00:00,310,X,"Under 2,5 Goal",130,NG,139
12-05-2025,22:55:00,Olanda,Uruguay,1-2,1,2,2025-05-12 22:55:00,231,2,"Over 2,5 Goal",246,GG,222
12-05-2025,22:50:00,Argentina,Spagna,1-1,1,1,2025-05-12 22:50:00,322,X,"Under 2,5 Goal",130,GG,221
12-05-2025,22:45:00,Croazia,Serbia,2-1,2,1,2025-05-12 22:45:00,213,1,"Over 2,5 Goal",251,GG,225
12-05-2025,22:40:00,Danimarca,Turchia,0-1,0,1,2025-05-12 22:40:00,255,2,"Under 2,5 Goal",128,NG,137
12-05-2025,22:35:00,Cile,Portogallo,0-2,0,2,2025-05-12 22:35:00,225,2,"Under 2,5 Goal",130,NG,138
12-05-2025,22:30:00,Brasile,Colombia,0-0,0,0,2025-05-12 22:30:00,302,X,"Under 2,5 Goal",131,NG,140
12-05-2025,22:25:00,Belgio,Portogallo,2-1,2,1,2025-05-12 22:25:00,279,1,"Over 2,5 Goal",247,GG,219
12-05-2025,22:20:00,Argentina,Nigeria,0-0,0,0,2025-05-12 22:20:00,308,X,"Under 2,5 Goal",129,NG,139
12-05-2025,22:15:00,Francia,Messico,1-3,1,3,2025-05-12 22:15:00,236,2,"Over 2,5 Goal",247,GG,222
12-05-2025,22:10:00,Inghilterra,Uruguay,1-3,1,3,2025-05-12 22:10:00,229,2,"Over 2,5 Goal",246,GG,222
12-05-2025,22:05:00,Croazia,Italia,3-1,3,1,2025-05-12 22:05:00,229,1,"Over 2,5 Goal",246,GG,222
12-05-2025,22:00:00,Colombia,Nigeria,0-0,0,0,2025-05-12 22:00:00,307,X,"Under 2,5 Goal",129,NG,139
12-05-2025,21:55:00,Serbia,Spagna,0-0,0,0,2025-05-12 21:55:00,311,X,"Under 2,5 Goal",130,NG,139
12-05-2025,21:50:00,Olanda,Turchia,0-1,0,1,2025-05-12 21:50:00,267,2,"Under 2,5 Goal",130,NG,139
12-05-2025,21:45:00,Germania,Svizzera,0-0,0,0,2025-05-12 21:45:00,318,X,"Under 2,5 Goal",129,NG,137
12-05-2025,21:40:00,Francia,Serbia,0-2,0,2,2025-05-12 21:40:00,247,2,"Under 2,5 Goal",129,NG,137
12-05-2025,21:35:00,Belgio,Italia,0-2,0,2,2025-05-12 21:35:00,204,2,"Under 2,5 Goal",129,NG,139
12-05-2025,21:30:00,Colombia,Francia,1-0,1,0,2025-05-12 21:30:00,336,1,"Under 2,5 Goal",131,NG,140
12-05-2025,21:25:00,Danimarca,Portogallo,0-1,0,1,2025-05-12 21:25:00,227,2,"Under 2,5 Goal",130,NG,138
12-05-2025,21:20:00,Brasile,Germania,0-1,0,1,2025-05-12 21:20:00,228,2,"Under 2,5 Goal",130,NG,138
12-05-2025,21:15:00,Argentina,Croazia,1-2,1,2,2025-05-12 21:15:00,228,2,"Over 2,5 Goal",246,GG,222
12-05-2025,21:10:00,Nigeria,Turchia,2-2,2,2,2025-05-12 21:10:00,317,X,"Over 2,5 Goal",251,GG,225
12-05-2025,21:05:00,Croazia,Francia,1-1,1,1,2025-05-12 21:05:00,323,X,"Under 2,5 Goal",130,GG,221
12-05-2025,21:00:00,Colombia,Danimarca,0-1,0,1,2025-05-12 21:00:00,180,2,"Under 2,5 Goal",131,NG,140
12-05-2025,20:55:00,Nigeria,Spagna,2-0,2,0,2025-05-12 20:55:00,293,1,"Under 2,5 Goal",129,NG,139
12-05-2025,20:50:00,Brasile,Olanda,1-0,1,0,2025-05-12 20:50:00,233,1,"Under 2,5 Goal",130,NG,138
12-05-2025,20:45:00,Argentina,Inghilterra,2-2,2,2,2025-05-12 20:45:00,324,X,"Over 2,5 Goal",247,GG,222
12-05-2025,20:40:00,Nigeria,Portogallo,3-1,3,1,2025-05-12 20:40:00,284,1,"Over 2,5 Goal",248,GG,219
12-05-2025,20:35:00,Inghilterra,Svizzera,1-2,1,2,2025-05-12 20:35:00,246,2,"Over 2,5 Goal",251,GG,225
12-05-2025,20:30:00,Germania,Turchia,0-1,0,1,2025-05-12 20:30:00,266,2,"Under 2,5 Goal",130,NG,139
12-05-2025,20:25:00,Argentina,Francia,0-1,0,1,2025-05-12 20:25:00,236,2,"Under 2,5 Goal",130,NG,138
12-05-2025,20:20:00,Croazia,Germania,0-2,0,2,2025-05-12 20:20:00,225,2,"Under 2,5 Goal",130,NG,138
12-05-2025,20:15:00,Colombia,Inghilterra,0-1,0,1,2025-05-12 20:15:00,177,2,"Under 2,5 Goal",131,NG,140
12-05-2025,20:10:00,Belgio,Brasile,1-0,1,0,2025-05-12 20:10:00,281,1,"Under 2,5 Goal",129,NG,139
12-05-2025,20:05:00,Argentina,Cile,1-0,1,0,2025-05-12 20:05:00,227,1,"Under 2,5 Goal",130,NG,138
12-05-2025,20:00:00,Portogallo,Turchia,1-1,1,1,2025-05-12 20:00:00,313,X,"Under 2,5 Goal",128,GG,224
12-05-2025,19:55:00,Nigeria,Serbia,2-1,2,1,2025-05-12 19:55:00,252,1,"Over 2,5 Goal",251,GG,225
12-05-2025,19:50:00,Inghilterra,Spagna,2-1,2,1,2025-05-12 19:50:00,233,1,"Over 2,5 Goal",247,GG,222
12-05-2025,19:45:00,Germania,Olanda,0-2,0,2,2025-05-12 19:45:00,229,2,"Under 2,5 Goal",130,NG,138
12-05-2025,19:40:00,Francia,Portogallo,2-0,2,0,2025-05-12 19:40:00,239,1,"Under 2,5 Goal",130,NG,138
12-05-2025,19:35:00,Danimarca,Inghilterra,2-1,2,1,2025-05-12 19:35:00,237,1,"Over 2,5 Goal",247,GG,221
12-05-2025,19:30:00,Danimarca,Italia,0-1,0,1,2025-05-12 19:30:00,228,2,"Under 2,5 Goal",130,NG,138
12-05-2025,19:25:00,Argentina,Messico,0-1,0,1,2025-05-12 19:25:00,243,2,"Under 2,5 Goal",129,NG,136
12-05-2025,19:20:00,Cile,Italia,2-1,2,1,2025-05-12 19:20:00,235,1,"Over 2,5 Goal",247,GG,222
12-05-2025,19:15:00,Brasile,Svizzera,0-2,0,2,2025-05-12 19:15:00,245,2,"Under 2,5 Goal",129,NG,136
12-05-2025,19:10:00,Francia,Uruguay,1-0,1,0,2025-05-12 19:10:00,244,1,"Under 2,5 Goal",129,NG,136
12-05-2025,19:05:00,Germania,Portogallo,0-0,0,0,2025-05-12 19:05:00,325,X,"Under 2,5 Goal",130,NG,138
12-05-2025,19:00:00,Inghilterra,Turchia,1-0,1,0,2025-05-12 19:00:00,210,1,"Under 2,5 Goal",130,NG,139
12-05-2025,18:55:00,Spagna,Svizzera,1-0,1,0,2025-05-12 18:55:00,217,1,"Under 2,5 Goal",128,NG,137
12-05-2025,18:50:00,Croazia,Nigeria,1-3,1,3,2025-05-12 18:50:00,282,2,"Over 2,5 Goal",248,GG,219
12-05-2025,18:45:00,Colombia,Olanda,0-1,0,1,2025-05-12 18:45:00,176,2,"Under 2,5 Goal",131,NG,140
12-05-2025,18:40:00,Italia,Serbia,0-0,0,0,2025-05-12 18:40:00,315,X,"Under 2,5 Goal",128,NG,137
12-05-2025,18:35:00,Inghilterra,Serbia,0-1,0,1,2025-05-12 18:35:00,262,2,"Under 2,5 Goal",130,NG,139
12-05-2025,18:30:00,Messico,Svizzera,1-0,1,0,2025-05-12 18:30:00,232,1,"Under 2,5 Goal",130,NG,138
12-05-2025,18:25:00,Italia,Nigeria,1-2,1,2,2025-05-12 18:25:00,281,2,"Over 2,5 Goal",248,GG,219
12-05-2025,18:20:00,Messico,Olanda,1-0,1,0,2025-05-12 18:20:00,253,1,"Under 2,5 Goal",128,NG,137
12-05-2025,18:15:00,Italia,Svizzera,2-1,2,1,2025-05-12 18:15:00,222,1,"Over 2,5 Goal",247,GG,221
12-05-2025,18:10:00,Inghilterra,Olanda,1-0,1,0,2025-05-12 18:10:00,232,1,"Under 2,5 Goal",130,NG,138
12-05-2025,18:05:00,Francia,Turchia,2-1,2,1,2025-05-12 18:05:00,218,1,"Over 2,5 Goal",251,GG,225
12-05-2025,18:00:00,Belgio,Spagna,0-2,0,2,2025-05-12 18:00:00,199,2,"Under 2,5 Goal",129,NG,139
12-05-2025,17:55:00,Brasile,Italia,1-0,1,0,2025-05-12 17:55:00,227,1,"Under 2,5 Goal",130,NG,138
12-05-2025,17:50:00,Brasile,Portogallo,0-3,0,3,2025-05-12 17:50:00,231,2,"Over 2,5 Goal",246,NG,138
12-05-2025,17:45:00,Argentina,Uruguay,1-0,1,0,2025-05-12 17:45:00,237,1,"Under 2,5 Goal",130,NG,138
12-05-2025,17:40:00,Germania,Spagna,1-2,1,2,2025-05-12 17:40:00,228,2,"Over 2,5 Goal",246,GG,222
12-05-2025,17:35:00,Nigeria,Uruguay,2-2,2,2,2025-05-12 17:35:00,306,X,"Over 2,5 Goal",248,GG,219
12-05-2025,17:30:00,Portogallo,Serbia,0-0,0,0,2025-05-12 17:30:00,314,X,"Under 2,5 Goal",128,NG,137
12-05-2025,17:25:00,Olanda,Svizzera,1-1,1,1,2025-05-12 17:25:00,317,X,"Under 2,5 Goal",129,GG,225
12-05-2025,17:20:00,Colombia,Italia,0-0,0,0,2025-05-12 17:20:00,302,X,"Under 2,5 Goal",131,NG,140
12-05-2025,17:15:00,Argentina,Olanda,0-0,0,0,2025-05-12 17:15:00,322,X,"Under 2,5 Goal",130,NG,138
12-05-2025,17:10:00,Brasile,Francia,1-1,1,1,2025-05-12 17:10:00,321,X,"Under 2,5 Goal",130,GG,221
12-05-2025,17:05:00,Italia,Uruguay,2-1,2,1,2025-05-12 17:05:00,236,1,"Over 2,5 Goal",247,GG,222
12-05-2025,17:00:00,Spagna,Turchia,0-0,0,0,2025-05-12 17:00:00,311,X,"Under 2,5 Goal",130,NG,139
12-05-2025,16:55:00,Francia,Spagna,0-0,0,0,2025-05-12 16:55:00,318,X,"Under 2,5 Goal",129,NG,136
12-05-2025,16:50:00,Danimarca,Olanda,0-1,0,1,2025-05-12 16:50:00,223,2,"Under 2,5 Goal",130,NG,138
12-05-2025,16:45:00,Italia,Portogallo,2-0,2,0,2025-05-12 16:45:00,231,1,"Under 2,5 Goal",130,NG,138
12-05-2025,16:40:00,Germania,Messico,0-1,0,1,2025-05-12 16:40:00,252,2,"Under 2,5 Goal",128,NG,137
12-05-2025,16:34:00,Croazia,Inghilterra,1-0,1,0,2025-05-12 16:34:00,233,1,"Under 2,5 Goal",130,NG,138
12-05-2025,16:28:00,Colombia,Spagna,1-2,1,2,2025-05-12 16:28:00,176,2,"Over 2,5 Goal",241,GG,217
12-05-2025,16:22:00,Cile,Olanda,0-2,0,2,2025-05-12 16:22:00,221,2,"Under 2,5 Goal",129,NG,136
12-05-2025,16:16:00,Brasile,Nigeria,1-2,1,2,2025-05-12 16:16:00,286,2,"Over 2,5 Goal",248,GG,219
12-05-2025,16:10:00,Belgio,Uruguay,0-2,0,2,2025-05-12 16:10:00,201,2,"Under 2,5 Goal",129,NG,139
12-05-2025,16:04:00,Argentina,Italia,2-1,2,1,2025-05-12 16:04:00,230,1,"Over 2,5 Goal",246,GG,222
12-05-2025,15:58:00,Portogallo,Svizzera,2-1,2,1,2025-05-12 15:58:00,221,1,"Over 2,5 Goal",247,GG,221
12-05-2025,15:52:00,Olanda,Portogallo,0-2,0,2,2025-05-12 15:52:00,235,2,"Under 2,5 Goal",130,NG,138
12-05-2025,15:46:00,Messico,Spagna,1-0,1,0,2025-05-12 15:46:00,254,1,"Under 2,5 Goal",128,NG,137
12-05-2025,15:40:00,Italia,Turchia,0-0,0,0,2025-05-12 15:40:00,314,X,"Under 2,5 Goal",128,NG,137
12-05-2025,15:34:00,Inghilterra,Messico,0-0,0,0,2025-05-12 15:34:00,317,X,"Under 2,5 Goal",129,NG,137
12-05-2025,15:28:00,Francia,Olanda,3-1,3,1,2025-05-12 15:28:00,246,1,"Over 2,5 Goal",251,GG,225
12-05-2025,15:22:00,Danimarca,Germania,1-1,1,1,2025-05-12 15:22:00,322,X,"Under 2,5 Goal",130,GG,221
12-05-2025,15:16:00,Croazia,Spagna,1-0,1,0,2025-05-12 15:16:00,238,1,"Under 2,5 Goal",130,NG,138
12-05-2025,15:10:00,Cile,Francia,2-0,2,0,2025-05-12 15:10:00,228,1,"Under 2,5 Goal",130,NG,138
12-05-2025,15:04:00,Belgio,Colombia,0-2,0,2,2025-05-12 15:04:00,289,2,"Under 2,5 Goal",129,NG,139
12-05-2025,14:58:00,Argentina,Brasile,1-3,1,3,2025-05-12 14:58:00,226,2,"Over 2,5 Goal",247,GG,222
12-05-2025,14:52:00,Olanda,Spagna,1-1,1,1,2025-05-12 14:52:00,328,X,"Under 2,5 Goal",130,GG,222
12-05-2025,14:46:00,Nigeria,Svizzera,0-1,0,1,2025-05-12 14:46:00,208,2,"Under 2,5 Goal",130,NG,139
12-05-2025,14:40:00,Croazia,Turchia,1-1,1,1,2025-05-12 14:40:00,314,X,"Under 2,5 Goal",128,GG,224
12-05-2025,14:34:00,Messico,Uruguay,0-1,0,1,2025-05-12 14:34:00,216,2,"Under 2,5 Goal",128,NG,137
12-05-2025,14:28:00,Portogallo,Spagna,0-3,0,3,2025-05-12 14:28:00,225,2,"Over 2,5 Goal",247,NG,138
12-05-2025,14:22:00,Svizzera,Uruguay,0-3,0,3,2025-05-12 14:22:00,218,2,"Over 2,5 Goal",251,NG,137
12-05-2025,14:16:00,Inghilterra,Italia,1-0,1,0,2025-05-12 14:16:00,226,1,"Under 2,5 Goal",130,NG,138
12-05-2025,14:10:00,Danimarca,Serbia,0-0,0,0,2025-05-12 14:10:00,316,X,"Under 2,5 Goal",128,NG,137
12-05-2025,14:04:00,Spagna,Uruguay,0-1,0,1,2025-05-12 14:04:00,232,2,"Under 2,5 Goal",130,NG,138
12-05-2025,13:58:00,Serbia,Svizzera,1-1,1,1,2025-05-12 13:58:00,320,X,"Under 2,5 Goal",129,GG,226
12-05-2025,13:52:00,Portogallo,Uruguay,1-0,1,0,2025-05-12 13:52:00,233,1,"Under 2,5 Goal",130,NG,138
12-05-2025,13:46:00,Olanda,Serbia,0-0,0,0,2025-05-12 13:46:00,311,X,"Under 2,5 Goal",130,NG,139
12-05-2025,13:40:00,Nigeria,Olanda,1-0,1,0,2025-05-12 13:40:00,292,1,"Under 2,5 Goal",129,NG,139
12-05-2025,13:34:00,Messico,Turchia,1-1,1,1,2025-05-12 13:34:00,321,X,"Under 2,5 Goal",130,GG,221
12-05-2025,13:28:00,Francia,Svizzera,0-0,0,0,2025-05-12 13:28:00,326,X,"Under 2,5 Goal",130,NG,138
12-05-2025,13:22:00,Colombia,Turchia,1-1,1,1,2025-05-12 13:22:00,303,X,"Under 2,5 Goal",128,GG,221
12-05-2025,13:16:00,Cile,Turchia,1-2,1,2,2025-05-12 13:16:00,251,2,"Over 2,5 Goal",251,GG,225
12-05-2025,13:10:00,Inghilterra,Portogallo,0-0,0,0,2025-05-12 13:10:00,326,X,"Under 2,5 Goal",130,NG,138
12-05-2025,13:04:00,Germania,Serbia,1-0,1,0,2025-05-12 13:04:00,210,1,"Under 2,5 Goal",130,NG,139
12-05-2025,12:58:00,Francia,Italia,0-0,0,0,2025-05-12 12:58:00,324,X,"Under 2,5 Goal",130,NG,138
12-05-2025,12:52:00,Danimarca,Francia,0-3,0,3,2025-05-12 12:52:00,235,2,"Over 2,5 Goal",247,NG,138
12-05-2025,12:46:00,Argentina,Germania,2-0,2,0,2025-05-12 12:46:00,238,1,"Under 2,5 Goal",130,NG,138
12-05-2025,12:40:00,Messico,Serbia,3-1,3,1,2025-05-12 12:40:00,223,1,"Over 2,5 Goal",247,GG,221
12-05-2025,12:34:00,Italia,Spagna,0-0,0,0,2025-05-12 12:34:00,322,X,"Under 2,5 Goal",130,NG,138
12-05-2025,12:28:00,Croazia,Olanda,0-0,0,0,2025-05-12 12:28:00,324,X,"Under 2,5 Goal",130,NG,138
12-05-2025,12:22:00,Colombia,Messico,0-1,0,1,2025-05-12 12:22:00,186,2,"Under 2,5 Goal",131,NG,140
12-05-2025,12:16:00,Cile,Inghilterra,1-2,1,2,2025-05-12 12:16:00,223,2,"Over 2,5 Goal",247,GG,221
12-05-2025,12:10:00,Germania,Nigeria,0-1,0,1,2025-05-12 12:10:00,290,2,"Under 2,5 Goal",129,NG,139
12-05-2025,12:04:00,Francia,Inghilterra,0-1,0,1,2025-05-12 12:04:00,221,2,"Under 2,5 Goal",129,NG,138
12-05-2025,11:58:00,Brasile,Spagna,2-1,2,1,2025-05-12 11:58:00,234,1,"Over 2,5 Goal",247,GG,222
12-05-2025,11:52:00,Belgio,Svizzera,1-1,1,1,2025-05-12 11:52:00,312,X,"Under 2,5 Goal",130,GG,220
12-05-2025,11:46:00,Argentina,Turchia,1-0,1,0,2025-05-12 11:46:00,214,1,"Under 2,5 Goal",128,NG,137
12-05-2025,11:40:00,Messico,Portogallo,1-0,1,0,2025-05-12 11:40:00,246,1,"Under 2,5 Goal",129,NG,136
12-05-2025,11:34:00,Italia,Olanda,1-2,1,2,2025-05-12 11:34:00,224,2,"Over 2,5 Goal",247,GG,221
12-05-2025,11:28:00,Inghilterra,Nigeria,1-3,1,3,2025-05-12 11:28:00,288,2,"Over 2,5 Goal",248,GG,219
12-05-2025,11:22:00,Germania,Italia,3-1,3,1,2025-05-12 11:22:00,225,1,"Over 2,5 Goal",247,GG,221
12-05-2025,11:16:00,Cile,Svizzera,0-0,0,0,2025-05-12 11:16:00,325,X,"Under 2,5 Goal",130,NG,138
12-05-2025,11:10:00,Brasile,Uruguay,0-0,0,0,2025-05-12 11:10:00,327,X,"Under 2,5 Goal",130,NG,138
12-05-2025,11:04:00,Colombia,Uruguay,1-0,1,0,2025-05-12 11:04:00,356,1,"Under 2,5 Goal",131,NG,140
12-05-2025,00:55:00,Danimarca,Nigeria,1-1,1,1,2025-05-12 00:55:00,308,X,"Under 2,5 Goal",129,GG,219
12-05-2025,00:50:00,Francia,Germania,0-1,0,1,2025-05-12 00:50:00,220,2,"Under 2,5 Goal",129,NG,136
12-05-2025,00:45:00,Svizzera,Turchia,0-1,0,1,2025-05-12 00:45:00,245,2,"Under 2,5 Goal",129,NG,136
12-05-2025,00:40:00,Messico,Nigeria,0-2,0,2,2025-05-12 00:40:00,264,2,"Under 2,5 Goal",130,NG,139
12-05-2025,00:35:00,Croazia,Danimarca,0-1,0,1,2025-05-12 00:35:00,232,2,"Under 2,5 Goal",130,NG,138
12-05-2025,00:30:00,Italia,Messico,1-1,1,1,2025-05-12 00:30:00,320,X,"Under 2,5 Goal",129,GG,226
12-05-2025,00:25:00,Colombia,Croazia,1-0,1,0,2025-05-12 00:25:00,349,1,"Under 2,5 Goal",131,NG,140
12-05-2025,00:20:00,Germania,Inghilterra,1-3,1,3,2025-05-12 00:20:00,231,2,"Over 2,5 Goal",246,GG,222
12-05-2025,00:15:00,Brasile,Cile,3-0,3,0,2025-05-12 00:15:00,223,1,"Over 2,5 Goal",247,NG,138
12-05-2025,00:10:00,Turchia,Uruguay,2-1,2,1,2025-05-12 00:10:00,264,1,"Over 2,5 Goal",247,GG,220
12-05-2025,00:05:00,Argentina,Belgio,0-0,0,0,2025-05-12 00:05:00,309,X,"Under 2,5 Goal",129,NG,139
11-05-2025,23:55:00,Croazia,Portogallo,2-0,2,0,2025-05-11 23:55:00,230,1,"Under 2,5 Goal",130,NG,138
11-05-2025,23:50:00,Colombia,Serbia,1-0,1,0,2025-05-11 23:50:00,312,1,"Under 2,5 Goal",128,NG,138
11-05-2025,23:45:00,Cile,Germania,1-1,1,1,2025-05-11 23:45:00,321,X,"Under 2,5 Goal",129,GG,221
11-05-2025,23:40:00,Cile,Nigeria,2-1,2,1,2025-05-11 23:40:00,205,1,"Over 2,5 Goal",247,GG,219
11-05-2025,23:35:00,Brasile,Serbia,1-3,1,3,2025-05-11 23:35:00,261,2,"Over 2,5 Goal",247,GG,220
11-05-2025,23:30:00,Argentina,Svizzera,1-1,1,1,2025-05-11 23:30:00,322,X,"Under 2,5 Goal",130,GG,221
11-05-2025,23:25:00,Belgio,Olanda,1-1,1,1,2025-05-11 23:25:00,306,X,"Under 2,5 Goal",129,GG,219
11-05-2025,23:20:00,Serbia,Uruguay,1-1,1,1,2025-05-11 23:20:00,312,X,"Under 2,5 Goal",130,GG,220
11-05-2025,23:15:00,Colombia,Svizzera,0-0,0,0,2025-05-11 23:15:00,302,X,"Under 2,5 Goal",131,NG,140
11-05-2025,23:10:00,Brasile,Messico,0-1,0,1,2025-05-11 23:10:00,249,2,"Under 2,5 Goal",129,NG,137
11-05-2025,23:05:00,Belgio,Croazia,1-0,1,0,2025-05-11 23:05:00,278,1,"Under 2,5 Goal",129,NG,139
11-05-2025,23:00:00,Francia,Nigeria,0-2,0,2,2025-05-11 23:00:00,272,2,"Under 2,5 Goal",130,NG,139
11-05-2025,22:55:00,Olanda,Uruguay,0-1,0,1,2025-05-11 22:55:00,231,2,"Under 2,5 Goal",130,NG,138
11-05-2025,22:50:00,Argentina,Spagna,0-2,0,2,2025-05-11 22:50:00,223,2,"Under 2,5 Goal",130,NG,138
11-05-2025,22:45:00,Croazia,Serbia,1-1,1,1,2025-05-11 22:45:00,314,X,"Under 2,5 Goal",128,GG,225
11-05-2025,22:40:00,Danimarca,Turchia,0-1,0,1,2025-05-11 22:40:00,255,2,"Under 2,5 Goal",128,NG,137
11-05-2025,22:35:00,Cile,Portogallo,3-0,3,0,2025-05-11 22:35:00,237,1,"Over 2,5 Goal",247,NG,138
11-05-2025,22:30:00,Brasile,Colombia,0-1,0,1,2025-05-11 22:30:00,353,2,"Under 2,5 Goal",131,NG,140
11-05-2025,22:25:00,Belgio,Portogallo,1-1,1,1,2025-05-11 22:25:00,308,X,"Under 2,5 Goal",129,GG,219
11-05-2025,22:20:00,Argentina,Nigeria,1-0,1,0,2025-05-11 22:20:00,202,1,"Under 2,5 Goal",129,NG,139
11-05-2025,22:15:00,Francia,Messico,2-0,2,0,2025-05-11 22:15:00,225,1,"Under 2,5 Goal",130,NG,138
