date,hour,home_team,away_team,score,home_goals,away_goals,datetime,odds_1,result,over_under_25,odds_over_under_25,goal_no_goal,odds_goal_no_goal
01-04-2025,23:00:00,Francia,Nigeria,2-1,2,1,2025-04-01 23:00:00,206,1,"Over 2,5 Goal",247,GG,219
01-04-2025,22:55:00,Olanda,Uruguay,0-1,0,1,2025-04-01 22:55:00,231,2,"Under 2,5 Goal",130,NG,138
01-04-2025,22:50:00,Argentina,Spagna,0-1,0,1,2025-04-01 22:50:00,223,2,"Under 2,5 Goal",130,NG,138
01-04-2025,22:45:00,Croazia,Serbia,0-0,0,0,2025-04-01 22:45:00,314,X,"Under 2,5 Goal",128,NG,137
01-04-2025,22:40:00,Danimarca,Turchia,1-3,1,3,2025-04-01 22:40:00,255,2,"Over 2,5 Goal",251,GG,225
01-04-2025,22:35:00,Cile,Portogallo,2-1,2,1,2025-04-01 22:35:00,237,1,"Over 2,5 Goal",247,GG,221
01-04-2025,22:30:00,Brasile,Colombia,2-1,2,1,2025-04-01 22:30:00,178,1,"Over 2,5 Goal",241,GG,217
01-04-2025,22:25:00,Belgio,Portogallo,2-2,2,2,2025-04-01 22:25:00,308,X,"Over 2,5 Goal",247,GG,219
01-04-2025,22:20:00,Argentina,Nigeria,0-1,0,1,2025-04-01 22:20:00,280,2,"Under 2,5 Goal",129,NG,139
01-04-2025,22:15:00,Francia,Messico,0-3,0,3,2025-04-01 22:15:00,236,2,"Over 2,5 Goal",247,NG,138
01-04-2025,22:10:00,Inghilterra,Uruguay,0-2,0,2,2025-04-01 22:10:00,229,2,"Under 2,5 Goal",130,NG,138
01-04-2025,22:05:00,Croazia,Italia,0-2,0,2,2025-04-01 22:05:00,230,2,"Under 2,5 Goal",130,NG,138
01-04-2025,22:00:00,Colombia,Nigeria,0-0,0,0,2025-04-01 22:00:00,307,X,"Under 2,5 Goal",129,NG,139
01-04-2025,21:55:00,Serbia,Spagna,2-0,2,0,2025-04-01 21:55:00,267,1,"Under 2,5 Goal",130,NG,139
01-04-2025,21:50:00,Olanda,Turchia,0-0,0,0,2025-04-01 21:50:00,311,X,"Under 2,5 Goal",130,NG,139
01-04-2025,21:45:00,Germania,Svizzera,0-0,0,0,2025-04-01 21:45:00,318,X,"Under 2,5 Goal",129,NG,137
01-04-2025,21:40:00,Francia,Serbia,0-1,0,1,2025-04-01 21:40:00,247,2,"Under 2,5 Goal",129,NG,137
01-04-2025,21:35:00,Belgio,Italia,2-0,2,0,2025-04-01 21:35:00,276,1,"Under 2,5 Goal",129,NG,139
01-04-2025,21:30:00,Colombia,Francia,0-2,0,2,2025-04-01 21:30:00,183,2,"Under 2,5 Goal",131,NG,140
01-04-2025,21:25:00,Danimarca,Portogallo,0-0,0,0,2025-04-01 21:25:00,326,X,"Under 2,5 Goal",130,NG,138
01-04-2025,21:20:00,Brasile,Germania,1-1,1,1,2025-04-01 21:20:00,326,X,"Under 2,5 Goal",130,GG,222
01-04-2025,21:15:00,Argentina,Croazia,0-0,0,0,2025-04-01 21:15:00,327,X,"Under 2,5 Goal",130,NG,138
01-04-2025,21:10:00,Nigeria,Turchia,0-1,0,1,2025-04-01 21:10:00,217,2,"Under 2,5 Goal",128,NG,137
01-04-2025,21:05:00,Croazia,Francia,2-0,2,0,2025-04-01 21:05:00,224,1,"Under 2,5 Goal",130,NG,138
01-04-2025,21:00:00,Colombia,Danimarca,0-2,0,2,2025-04-01 21:00:00,180,2,"Under 2,5 Goal",131,NG,140
01-04-2025,20:55:00,Nigeria,Spagna,2-2,2,2,2025-04-01 20:55:00,305,X,"Over 2,5 Goal",248,GG,219
01-04-2025,20:50:00,Brasile,Olanda,1-1,1,1,2025-04-01 20:50:00,326,X,"Under 2,5 Goal",130,GG,222
01-04-2025,20:45:00,Argentina,Inghilterra,1-1,1,1,2025-04-01 20:45:00,324,X,"Under 2,5 Goal",130,GG,222
01-04-2025,20:40:00,Nigeria,Portogallo,3-1,3,1,2025-04-01 20:40:00,284,1,"Over 2,5 Goal",248,GG,219
01-04-2025,20:35:00,Inghilterra,Svizzera,0-1,0,1,2025-04-01 20:35:00,246,2,"Under 2,5 Goal",129,NG,136
01-04-2025,20:30:00,Germania,Turchia,2-1,2,1,2025-04-01 20:30:00,209,1,"Over 2,5 Goal",247,GG,220
01-04-2025,20:25:00,Argentina,Francia,0-1,0,1,2025-04-01 20:25:00,236,2,"Under 2,5 Goal",130,NG,138
01-04-2025,20:20:00,Croazia,Germania,2-1,2,1,2025-04-01 20:20:00,235,1,"Over 2,5 Goal",247,GG,222
01-04-2025,20:15:00,Colombia,Inghilterra,0-1,0,1,2025-04-01 20:15:00,177,2,"Under 2,5 Goal",131,NG,140
01-04-2025,20:10:00,Belgio,Brasile,1-3,1,3,2025-04-01 20:10:00,202,2,"Over 2,5 Goal",248,GG,219
01-04-2025,20:05:00,Argentina,Cile,0-1,0,1,2025-04-01 20:05:00,233,2,"Under 2,5 Goal",130,NG,138
01-04-2025,20:00:00,Portogallo,Turchia,2-0,2,0,2025-04-01 20:00:00,212,1,"Under 2,5 Goal",128,NG,137
01-04-2025,19:55:00,Nigeria,Serbia,3-0,3,0,2025-04-01 19:55:00,252,1,"Over 2,5 Goal",251,NG,137
01-04-2025,19:50:00,Inghilterra,Spagna,0-0,0,0,2025-04-01 19:50:00,326,X,"Under 2,5 Goal",130,NG,138
01-04-2025,19:45:00,Germania,Olanda,0-2,0,2,2025-04-01 19:45:00,229,2,"Under 2,5 Goal",130,NG,138
01-04-2025,19:40:00,Francia,Portogallo,0-0,0,0,2025-04-01 19:40:00,322,X,"Under 2,5 Goal",130,NG,138
01-04-2025,19:35:00,Danimarca,Inghilterra,1-1,1,1,2025-04-01 19:35:00,324,X,"Under 2,5 Goal",130,GG,221
01-04-2025,19:30:00,Danimarca,Italia,0-1,0,1,2025-04-01 19:30:00,228,2,"Under 2,5 Goal",130,NG,138
01-04-2025,19:25:00,Argentina,Messico,1-2,1,2,2025-04-01 19:25:00,243,2,"Over 2,5 Goal",251,GG,226
01-04-2025,19:20:00,Cile,Italia,2-1,2,1,2025-04-01 19:20:00,235,1,"Over 2,5 Goal",247,GG,222
01-04-2025,19:15:00,Brasile,Svizzera,1-2,1,2,2025-04-01 19:15:00,245,2,"Over 2,5 Goal",251,GG,225
01-04-2025,19:10:00,Francia,Uruguay,0-0,0,0,2025-04-01 19:10:00,320,X,"Under 2,5 Goal",129,NG,136
01-04-2025,19:05:00,Germania,Portogallo,1-1,1,1,2025-04-01 19:05:00,325,X,"Under 2,5 Goal",130,GG,222
01-04-2025,19:00:00,Inghilterra,Turchia,2-0,2,0,2025-04-01 19:00:00,210,1,"Under 2,5 Goal",130,NG,139
01-04-2025,18:55:00,Spagna,Svizzera,1-1,1,1,2025-04-01 18:55:00,317,X,"Under 2,5 Goal",128,GG,225
01-04-2025,18:50:00,Croazia,Nigeria,2-1,2,1,2025-04-01 18:50:00,201,1,"Over 2,5 Goal",248,GG,219
01-04-2025,18:45:00,Colombia,Olanda,0-4,0,4,2025-04-01 18:45:00,176,2,"Over 2,5 Goal",241,NG,140
01-04-2025,18:40:00,Italia,Serbia,0-1,0,1,2025-04-01 18:40:00,256,2,"Under 2,5 Goal",128,NG,137
01-04-2025,18:35:00,Inghilterra,Serbia,0-1,0,1,2025-04-01 18:35:00,262,2,"Under 2,5 Goal",130,NG,139
01-04-2025,18:30:00,Messico,Svizzera,1-0,1,0,2025-04-01 18:30:00,232,1,"Under 2,5 Goal",130,NG,138
01-04-2025,18:25:00,Italia,Nigeria,0-0,0,0,2025-04-01 18:25:00,307,X,"Under 2,5 Goal",129,NG,139
01-04-2025,18:20:00,Messico,Olanda,4-0,4,0,2025-04-01 18:20:00,253,1,"Over 2,5 Goal",251,NG,137
01-04-2025,18:15:00,Italia,Svizzera,1-0,1,0,2025-04-01 18:15:00,222,1,"Under 2,5 Goal",130,NG,138
01-04-2025,18:10:00,Inghilterra,Olanda,1-0,1,0,2025-04-01 18:10:00,232,1,"Under 2,5 Goal",130,NG,138
01-04-2025,18:05:00,Francia,Turchia,2-0,2,0,2025-04-01 18:05:00,218,1,"Under 2,5 Goal",129,NG,137
01-04-2025,18:00:00,Belgio,Spagna,1-1,1,1,2025-04-01 18:00:00,306,X,"Under 2,5 Goal",129,GG,219
01-04-2025,17:55:00,Brasile,Italia,2-0,2,0,2025-04-01 17:55:00,227,1,"Under 2,5 Goal",130,NG,138
01-04-2025,17:50:00,Brasile,Portogallo,0-2,0,2,2025-04-01 17:50:00,231,2,"Under 2,5 Goal",130,NG,138
01-04-2025,17:45:00,Argentina,Uruguay,2-0,2,0,2025-04-01 17:45:00,237,1,"Under 2,5 Goal",130,NG,138
01-04-2025,17:40:00,Germania,Spagna,0-2,0,2,2025-04-01 17:40:00,228,2,"Under 2,5 Goal",130,NG,138
01-04-2025,17:35:00,Nigeria,Uruguay,2-2,2,2,2025-04-01 17:35:00,306,X,"Over 2,5 Goal",248,GG,219
01-04-2025,17:30:00,Portogallo,Serbia,0-2,0,2,2025-04-01 17:30:00,258,2,"Under 2,5 Goal",128,NG,137
01-04-2025,17:25:00,Olanda,Svizzera,1-1,1,1,2025-04-01 17:25:00,317,X,"Under 2,5 Goal",129,GG,225
01-04-2025,17:20:00,Colombia,Italia,1-0,1,0,2025-04-01 17:20:00,347,1,"Under 2,5 Goal",131,NG,140
01-04-2025,17:15:00,Argentina,Olanda,1-2,1,2,2025-04-01 17:15:00,223,2,"Over 2,5 Goal",247,GG,221
01-04-2025,17:10:00,Brasile,Francia,0-1,0,1,2025-04-01 17:10:00,241,2,"Under 2,5 Goal",130,NG,138
01-04-2025,17:05:00,Italia,Uruguay,0-0,0,0,2025-04-01 17:05:00,324,X,"Under 2,5 Goal",130,NG,138
01-04-2025,17:00:00,Spagna,Turchia,0-1,0,1,2025-04-01 17:00:00,268,2,"Under 2,5 Goal",130,NG,139
01-04-2025,16:55:00,Francia,Spagna,1-3,1,3,2025-04-01 16:55:00,219,2,"Over 2,5 Goal",251,GG,225
01-04-2025,16:50:00,Danimarca,Olanda,1-0,1,0,2025-04-01 16:50:00,240,1,"Under 2,5 Goal",130,NG,138
01-04-2025,16:45:00,Italia,Portogallo,0-1,0,1,2025-04-01 16:45:00,228,2,"Under 2,5 Goal",130,NG,138
01-04-2025,16:40:00,Germania,Messico,1-0,1,0,2025-04-01 16:40:00,216,1,"Under 2,5 Goal",128,NG,137
01-04-2025,16:34:00,Croazia,Inghilterra,0-2,0,2,2025-04-01 16:34:00,227,2,"Under 2,5 Goal",130,NG,138
01-04-2025,16:28:00,Colombia,Spagna,0-0,0,0,2025-04-01 16:28:00,302,X,"Under 2,5 Goal",131,NG,140
01-04-2025,16:22:00,Cile,Olanda,0-0,0,0,2025-04-01 16:22:00,320,X,"Under 2,5 Goal",129,NG,136
01-04-2025,16:16:00,Brasile,Nigeria,2-0,2,0,2025-04-01 16:16:00,200,1,"Under 2,5 Goal",129,NG,139
01-04-2025,16:10:00,Belgio,Uruguay,1-0,1,0,2025-04-01 16:10:00,284,1,"Under 2,5 Goal",129,NG,139
01-04-2025,16:04:00,Argentina,Italia,1-1,1,1,2025-04-01 16:04:00,328,X,"Under 2,5 Goal",130,GG,222
01-04-2025,15:58:00,Portogallo,Svizzera,0-1,0,1,2025-04-01 15:58:00,243,2,"Under 2,5 Goal",129,NG,138
01-04-2025,15:52:00,Olanda,Portogallo,0-2,0,2,2025-04-01 15:52:00,235,2,"Under 2,5 Goal",130,NG,138
01-04-2025,15:46:00,Messico,Spagna,2-0,2,0,2025-04-01 15:46:00,254,1,"Under 2,5 Goal",128,NG,137
01-04-2025,15:40:00,Italia,Turchia,2-1,2,1,2025-04-01 15:40:00,213,1,"Over 2,5 Goal",251,GG,225
01-04-2025,15:34:00,Inghilterra,Messico,2-0,2,0,2025-04-01 15:34:00,217,1,"Under 2,5 Goal",129,NG,137
01-04-2025,15:28:00,Francia,Olanda,1-2,1,2,2025-04-01 15:28:00,219,2,"Over 2,5 Goal",251,GG,225
01-04-2025,15:22:00,Danimarca,Germania,1-3,1,3,2025-04-01 15:22:00,223,2,"Over 2,5 Goal",247,GG,221
01-04-2025,15:16:00,Croazia,Spagna,1-2,1,2,2025-04-01 15:16:00,224,2,"Over 2,5 Goal",247,GG,221
01-04-2025,15:10:00,Cile,Francia,1-0,1,0,2025-04-01 15:10:00,228,1,"Under 2,5 Goal",130,NG,138
01-04-2025,15:04:00,Belgio,Colombia,0-1,0,1,2025-04-01 15:04:00,289,2,"Under 2,5 Goal",129,NG,139
01-04-2025,14:58:00,Argentina,Brasile,1-0,1,0,2025-04-01 14:58:00,234,1,"Under 2,5 Goal",130,NG,138
01-04-2025,14:52:00,Olanda,Spagna,1-0,1,0,2025-04-01 14:52:00,230,1,"Under 2,5 Goal",130,NG,138
01-04-2025,14:46:00,Nigeria,Svizzera,1-2,1,2,2025-04-01 14:46:00,208,2,"Over 2,5 Goal",247,GG,220
01-04-2025,14:40:00,Croazia,Turchia,1-0,1,0,2025-04-01 14:40:00,213,1,"Under 2,5 Goal",128,NG,137
01-04-2025,14:34:00,Messico,Uruguay,0-1,0,1,2025-04-01 14:34:00,216,2,"Under 2,5 Goal",128,NG,137
01-04-2025,14:28:00,Portogallo,Spagna,2-1,2,1,2025-04-01 14:28:00,237,1,"Over 2,5 Goal",247,GG,221
01-04-2025,14:22:00,Svizzera,Uruguay,0-2,0,2,2025-04-01 14:22:00,218,2,"Under 2,5 Goal",129,NG,137
01-04-2025,14:16:00,Inghilterra,Italia,0-3,0,3,2025-04-01 14:16:00,234,2,"Over 2,5 Goal",247,NG,138
01-04-2025,14:10:00,Danimarca,Serbia,1-0,1,0,2025-04-01 14:10:00,215,1,"Under 2,5 Goal",128,NG,137
01-04-2025,14:04:00,Spagna,Uruguay,2-1,2,1,2025-04-01 14:04:00,228,1,"Over 2,5 Goal",247,GG,222
01-04-2025,13:58:00,Serbia,Svizzera,0-1,0,1,2025-04-01 13:58:00,221,2,"Under 2,5 Goal",129,NG,136
01-04-2025,13:52:00,Portogallo,Uruguay,0-2,0,2,2025-04-01 13:52:00,227,2,"Under 2,5 Goal",130,NG,138
01-04-2025,13:46:00,Olanda,Serbia,1-0,1,0,2025-04-01 13:46:00,209,1,"Under 2,5 Goal",130,NG,139
01-04-2025,13:40:00,Nigeria,Olanda,1-0,1,0,2025-04-01 13:40:00,292,1,"Under 2,5 Goal",129,NG,139
01-04-2025,13:34:00,Messico,Turchia,0-1,0,1,2025-04-01 13:34:00,241,2,"Under 2,5 Goal",130,NG,138
01-04-2025,13:28:00,Francia,Svizzera,0-1,0,1,2025-04-01 13:28:00,232,2,"Under 2,5 Goal",130,NG,138
01-04-2025,13:22:00,Colombia,Turchia,0-1,0,1,2025-04-01 13:22:00,191,2,"Under 2,5 Goal",128,NG,138
01-04-2025,13:16:00,Cile,Turchia,2-1,2,1,2025-04-01 13:16:00,216,1,"Over 2,5 Goal",251,GG,225
01-04-2025,13:10:00,Inghilterra,Portogallo,3-0,3,0,2025-04-01 13:10:00,228,1,"Over 2,5 Goal",247,NG,138
01-04-2025,13:04:00,Germania,Serbia,2-1,2,1,2025-04-01 13:04:00,210,1,"Over 2,5 Goal",247,GG,220
01-04-2025,12:58:00,Francia,Italia,3-1,3,1,2025-04-01 12:58:00,237,1,"Over 2,5 Goal",247,GG,221
01-04-2025,12:52:00,Danimarca,Francia,0-1,0,1,2025-04-01 12:52:00,235,2,"Under 2,5 Goal",130,NG,138
01-04-2025,12:46:00,Argentina,Germania,1-0,1,0,2025-04-01 12:46:00,238,1,"Under 2,5 Goal",130,NG,138
01-04-2025,12:40:00,Messico,Serbia,1-1,1,1,2025-04-01 12:40:00,322,X,"Under 2,5 Goal",130,GG,221
01-04-2025,12:34:00,Italia,Spagna,0-2,0,2,2025-04-01 12:34:00,223,2,"Under 2,5 Goal",130,NG,138
01-04-2025,12:28:00,Croazia,Olanda,1-0,1,0,2025-04-01 12:28:00,237,1,"Under 2,5 Goal",130,NG,138
01-04-2025,12:22:00,Colombia,Messico,1-1,1,1,2025-04-01 12:22:00,302,X,"Under 2,5 Goal",131,GG,217
01-04-2025,12:16:00,Cile,Inghilterra,1-1,1,1,2025-04-01 12:16:00,322,X,"Under 2,5 Goal",130,GG,221
01-04-2025,12:10:00,Germania,Nigeria,1-1,1,1,2025-04-01 12:10:00,306,X,"Under 2,5 Goal",129,GG,219
01-04-2025,12:04:00,Francia,Inghilterra,1-0,1,0,2025-04-01 12:04:00,242,1,"Under 2,5 Goal",129,NG,138
01-04-2025,11:58:00,Brasile,Spagna,3-1,3,1,2025-04-01 11:58:00,234,1,"Over 2,5 Goal",247,GG,222
01-04-2025,11:52:00,Belgio,Svizzera,2-2,2,2,2025-04-01 11:52:00,312,X,"Over 2,5 Goal",247,GG,220
01-04-2025,11:46:00,Argentina,Turchia,2-0,2,0,2025-04-01 11:46:00,214,1,"Under 2,5 Goal",128,NG,137
01-04-2025,11:40:00,Messico,Portogallo,1-0,1,0,2025-04-01 11:40:00,246,1,"Under 2,5 Goal",129,NG,136
01-04-2025,11:34:00,Italia,Olanda,1-1,1,1,2025-04-01 11:34:00,323,X,"Under 2,5 Goal",130,GG,221
01-04-2025,11:28:00,Inghilterra,Nigeria,0-2,0,2,2025-04-01 11:28:00,288,2,"Under 2,5 Goal",129,NG,139
01-04-2025,11:22:00,Germania,Italia,1-2,1,2,2025-04-01 11:22:00,237,2,"Over 2,5 Goal",247,GG,221
01-04-2025,11:16:00,Cile,Svizzera,3-1,3,1,2025-04-01 11:16:00,226,1,"Over 2,5 Goal",247,GG,222
01-04-2025,11:10:00,Brasile,Uruguay,0-4,0,4,2025-04-01 11:10:00,228,2,"Over 2,5 Goal",246,NG,138
01-04-2025,11:04:00,Colombia,Uruguay,0-1,0,1,2025-04-01 11:04:00,177,2,"Under 2,5 Goal",131,NG,140
01-04-2025,00:55:00,Danimarca,Nigeria,3-0,3,0,2025-04-01 00:55:00,203,1,"Over 2,5 Goal",247,NG,139
01-04-2025,00:50:00,Francia,Germania,0-0,0,0,2025-04-01 00:50:00,319,X,"Under 2,5 Goal",129,NG,136
01-04-2025,00:45:00,Svizzera,Turchia,2-1,2,1,2025-04-01 00:45:00,220,1,"Over 2,5 Goal",251,GG,225
01-04-2025,00:40:00,Messico,Nigeria,1-1,1,1,2025-04-01 00:40:00,312,X,"Under 2,5 Goal",130,GG,220
01-04-2025,00:35:00,Croazia,Danimarca,2-2,2,2,2025-04-01 00:35:00,326,X,"Over 2,5 Goal",247,GG,222
01-04-2025,00:30:00,Italia,Messico,0-1,0,1,2025-04-01 00:30:00,244,2,"Under 2,5 Goal",129,NG,136
01-04-2025,00:25:00,Colombia,Croazia,1-1,1,1,2025-04-01 00:25:00,302,X,"Under 2,5 Goal",131,GG,217
01-04-2025,00:20:00,Germania,Inghilterra,2-1,2,1,2025-04-01 00:20:00,228,1,"Over 2,5 Goal",246,GG,222
01-04-2025,00:15:00,Brasile,Cile,1-0,1,0,2025-04-01 00:15:00,223,1,"Under 2,5 Goal",130,NG,138
01-04-2025,00:10:00,Turchia,Uruguay,3-1,3,1,2025-04-01 00:10:00,264,1,"Over 2,5 Goal",247,GG,220
01-04-2025,00:05:00,Argentina,Belgio,1-0,1,0,2025-04-01 00:05:00,205,1,"Under 2,5 Goal",129,NG,139
31-03-2025,23:55:00,Croazia,Portogallo,0-4,0,4,2025-03-31 23:55:00,229,2,"Over 2,5 Goal",246,NG,138
31-03-2025,23:50:00,Colombia,Serbia,2-1,2,1,2025-03-31 23:50:00,312,1,"Over 2,5 Goal",254,GG,221
31-03-2025,23:45:00,Cile,Germania,1-0,1,0,2025-03-31 23:45:00,242,1,"Under 2,5 Goal",129,NG,138
31-03-2025,23:40:00,Cile,Nigeria,0-1,0,1,2025-03-31 23:40:00,274,2,"Under 2,5 Goal",129,NG,139
31-03-2025,23:35:00,Brasile,Serbia,0-0,0,0,2025-03-31 23:35:00,313,X,"Under 2,5 Goal",130,NG,138
31-03-2025,23:30:00,Argentina,Svizzera,1-2,1,2,2025-03-31 23:30:00,239,2,"Over 2,5 Goal",247,GG,221
31-03-2025,23:25:00,Belgio,Olanda,2-1,2,1,2025-03-31 23:25:00,287,1,"Over 2,5 Goal",248,GG,219
31-03-2025,23:20:00,Serbia,Uruguay,0-0,0,0,2025-03-31 23:20:00,312,X,"Under 2,5 Goal",130,NG,139
31-03-2025,23:15:00,Colombia,Svizzera,2-0,2,0,2025-03-31 23:15:00,331,1,"Under 2,5 Goal",131,NG,140
31-03-2025,23:10:00,Brasile,Messico,2-1,2,1,2025-03-31 23:10:00,218,1,"Over 2,5 Goal",251,GG,225
31-03-2025,23:05:00,Belgio,Croazia,3-1,3,1,2025-03-31 23:05:00,278,1,"Over 2,5 Goal",247,GG,219
31-03-2025,23:00:00,Francia,Nigeria,0-2,0,2,2025-03-31 23:00:00,272,2,"Under 2,5 Goal",130,NG,139
31-03-2025,22:55:00,Olanda,Uruguay,0-1,0,1,2025-03-31 22:55:00,231,2,"Under 2,5 Goal",130,NG,138
31-03-2025,22:50:00,Argentina,Spagna,2-0,2,0,2025-03-31 22:50:00,240,1,"Under 2,5 Goal",130,NG,138
31-03-2025,22:45:00,Croazia,Serbia,1-1,1,1,2025-03-31 22:45:00,314,X,"Under 2,5 Goal",128,GG,225
31-03-2025,22:40:00,Danimarca,Turchia,0-0,0,0,2025-03-31 22:40:00,315,X,"Under 2,5 Goal",128,NG,137
31-03-2025,22:35:00,Cile,Portogallo,2-1,2,1,2025-03-31 22:35:00,237,1,"Over 2,5 Goal",247,GG,221
31-03-2025,22:30:00,Brasile,Colombia,1-0,1,0,2025-03-31 22:30:00,178,1,"Under 2,5 Goal",131,NG,140
31-03-2025,22:25:00,Belgio,Portogallo,1-3,1,3,2025-03-31 22:25:00,203,2,"Over 2,5 Goal",247,GG,219
31-03-2025,22:20:00,Argentina,Nigeria,2-1,2,1,2025-03-31 22:20:00,202,1,"Over 2,5 Goal",248,GG,219
31-03-2025,22:15:00,Francia,Messico,2-0,2,0,2025-03-31 22:15:00,225,1,"Under 2,5 Goal",130,NG,138
31-03-2025,22:10:00,Inghilterra,Uruguay,1-0,1,0,2025-03-31 22:10:00,230,1,"Under 2,5 Goal",130,NG,138
31-03-2025,22:05:00,Croazia,Italia,0-0,0,0,2025-03-31 22:05:00,328,X,"Under 2,5 Goal",130,NG,138
31-03-2025,22:00:00,Colombia,Nigeria,1-0,1,0,2025-03-31 22:00:00,284,1,"Under 2,5 Goal",129,NG,139
31-03-2025,21:55:00,Serbia,Spagna,1-1,1,1,2025-03-31 21:55:00,311,X,"Under 2,5 Goal",130,GG,220
31-03-2025,21:50:00,Olanda,Turchia,1-2,1,2,2025-03-31 21:50:00,267,2,"Over 2,5 Goal",247,GG,220
31-03-2025,21:45:00,Germania,Svizzera,2-0,2,0,2025-03-31 21:45:00,218,1,"Under 2,5 Goal",129,NG,137
31-03-2025,21:40:00,Francia,Serbia,0-3,0,3,2025-03-31 21:40:00,247,2,"Over 2,5 Goal",251,NG,137
31-03-2025,21:35:00,Belgio,Italia,0-0,0,0,2025-03-31 21:35:00,308,X,"Under 2,5 Goal",129,NG,139
31-03-2025,21:30:00,Colombia,Francia,1-2,1,2,2025-03-31 21:30:00,183,2,"Over 2,5 Goal",242,GG,217
31-03-2025,21:25:00,Danimarca,Portogallo,4-0,4,0,2025-03-31 21:25:00,233,1,"Over 2,5 Goal",247,NG,138
31-03-2025,21:20:00,Brasile,Germania,0-0,0,0,2025-03-31 21:20:00,326,X,"Under 2,5 Goal",130,NG,138
31-03-2025,21:15:00,Argentina,Croazia,1-2,1,2,2025-03-31 21:15:00,228,2,"Over 2,5 Goal",246,GG,222
31-03-2025,21:10:00,Nigeria,Turchia,1-2,1,2,2025-03-31 21:10:00,217,2,"Over 2,5 Goal",251,GG,225
31-03-2025,21:05:00,Croazia,Francia,0-1,0,1,2025-03-31 21:05:00,238,2,"Under 2,5 Goal",130,NG,138
31-03-2025,21:00:00,Colombia,Danimarca,1-0,1,0,2025-03-31 21:00:00,344,1,"Under 2,5 Goal",131,NG,140
31-03-2025,20:55:00,Nigeria,Spagna,0-1,0,1,2025-03-31 20:55:00,197,2,"Under 2,5 Goal",129,NG,139
31-03-2025,20:50:00,Brasile,Olanda,2-2,2,2,2025-03-31 20:50:00,326,X,"Over 2,5 Goal",247,GG,222
31-03-2025,20:45:00,Argentina,Inghilterra,1-3,1,3,2025-03-31 20:45:00,225,2,"Over 2,5 Goal",247,GG,222
31-03-2025,20:40:00,Nigeria,Portogallo,1-1,1,1,2025-03-31 20:40:00,307,X,"Under 2,5 Goal",129,GG,219
31-03-2025,20:35:00,Inghilterra,Svizzera,0-0,0,0,2025-03-31 20:35:00,319,X,"Under 2,5 Goal",129,NG,136
31-03-2025,20:30:00,Germania,Turchia,0-3,0,3,2025-03-31 20:30:00,266,2,"Over 2,5 Goal",247,NG,139
31-03-2025,20:25:00,Argentina,Francia,0-0,0,0,2025-03-31 20:25:00,324,X,"Under 2,5 Goal",130,NG,138
31-03-2025,20:20:00,Croazia,Germania,2-1,2,1,2025-03-31 20:20:00,235,1,"Over 2,5 Goal",247,GG,222
31-03-2025,20:15:00,Colombia,Inghilterra,1-2,1,2,2025-03-31 20:15:00,177,2,"Over 2,5 Goal",241,GG,217
31-03-2025,20:10:00,Belgio,Brasile,1-2,1,2,2025-03-31 20:10:00,202,2,"Over 2,5 Goal",248,GG,219
31-03-2025,20:05:00,Argentina,Cile,0-0,0,0,2025-03-31 20:05:00,326,X,"Under 2,5 Goal",130,NG,138
31-03-2025,20:00:00,Portogallo,Turchia,0-0,0,0,2025-03-31 20:00:00,313,X,"Under 2,5 Goal",128,NG,137
31-03-2025,19:55:00,Nigeria,Serbia,1-2,1,2,2025-03-31 19:55:00,216,2,"Over 2,5 Goal",251,GG,225
31-03-2025,19:50:00,Inghilterra,Spagna,0-0,0,0,2025-03-31 19:50:00,326,X,"Under 2,5 Goal",130,NG,138
31-03-2025,19:45:00,Germania,Olanda,2-1,2,1,2025-03-31 19:45:00,230,1,"Over 2,5 Goal",246,GG,222
31-03-2025,19:40:00,Francia,Portogallo,0-0,0,0,2025-03-31 19:40:00,322,X,"Under 2,5 Goal",130,NG,138
31-03-2025,19:35:00,Danimarca,Inghilterra,0-1,0,1,2025-03-31 19:35:00,225,2,"Under 2,5 Goal",130,NG,138
31-03-2025,19:30:00,Danimarca,Italia,1-2,1,2,2025-03-31 19:30:00,228,2,"Over 2,5 Goal",246,GG,222
31-03-2025,19:25:00,Argentina,Messico,2-1,2,1,2025-03-31 19:25:00,221,1,"Over 2,5 Goal",251,GG,226
31-03-2025,19:20:00,Cile,Italia,2-1,2,1,2025-03-31 19:20:00,235,1,"Over 2,5 Goal",247,GG,222
31-03-2025,19:15:00,Brasile,Svizzera,1-2,1,2,2025-03-31 19:15:00,245,2,"Over 2,5 Goal",251,GG,225
31-03-2025,19:10:00,Francia,Uruguay,2-1,2,1,2025-03-31 19:10:00,244,1,"Over 2,5 Goal",251,GG,226
31-03-2025,19:05:00,Germania,Portogallo,0-0,0,0,2025-03-31 19:05:00,325,X,"Under 2,5 Goal",130,NG,138
31-03-2025,19:00:00,Inghilterra,Turchia,3-0,3,0,2025-03-31 19:00:00,210,1,"Over 2,5 Goal",247,NG,139
31-03-2025,18:55:00,Spagna,Svizzera,1-0,1,0,2025-03-31 18:55:00,217,1,"Under 2,5 Goal",128,NG,137
31-03-2025,18:50:00,Croazia,Nigeria,0-2,0,2,2025-03-31 18:50:00,282,2,"Under 2,5 Goal",129,NG,139
31-03-2025,18:45:00,Colombia,Olanda,2-2,2,2,2025-03-31 18:45:00,302,X,"Over 2,5 Goal",241,GG,217
